timestamp,cluster_size,operation,index,success,latency_ms,error
2026-06-26T15:33:36.7798013Z,3,put,1,true,109.218,
2026-06-26T15:33:36.8875254Z,3,put,2,true,107.724,
2026-06-26T15:33:36.9957859Z,3,put,3,true,108.260,
2026-06-26T15:33:37.104918Z,3,put,4,true,109.132,
2026-06-26T15:33:37.2142914Z,3,put,5,true,109.373,
2026-06-26T15:33:37.3224828Z,3,put,6,true,108.191,
2026-06-26T15:33:37.4317651Z,3,put,7,true,109.282,
2026-06-26T15:33:37.5381678Z,3,put,8,true,106.402,
2026-06-26T15:33:37.6474014Z,3,put,9,true,108.357,
2026-06-26T15:33:37.755606Z,3,put,10,true,108.204,
2026-06-26T15:33:37.8632394Z,3,put,11,true,107.633,
2026-06-26T15:33:37.9710889Z,3,put,12,true,107.849,
2026-06-26T15:33:38.0781483Z,3,put,13,true,107.059,
2026-06-26T15:33:38.1858165Z,3,put,14,true,107.668,
2026-06-26T15:33:38.2964609Z,3,put,15,true,110.644,
2026-06-26T15:33:38.4051111Z,3,put,16,true,108.650,
2026-06-26T15:33:38.5122776Z,3,put,17,true,107.166,
2026-06-26T15:33:38.6210623Z,3,put,18,true,108.784,
2026-06-26T15:33:38.7297452Z,3,put,19,true,108.682,
2026-06-26T15:33:38.8389186Z,3,put,20,true,109.173,
2026-06-26T15:33:38.9477528Z,3,put,21,true,108.834,
2026-06-26T15:33:39.0570569Z,3,put,22,true,109.304,
2026-06-26T15:33:39.1649461Z,3,put,23,true,107.889,
2026-06-26T15:33:39.2722162Z,3,put,24,true,107.270,
2026-06-26T15:33:39.3822834Z,3,put,25,true,110.067,
2026-06-26T15:33:39.4908937Z,3,put,26,true,108.610,
2026-06-26T15:33:39.5985659Z,3,put,27,true,107.672,
2026-06-26T15:33:39.7076142Z,3,put,28,true,109.048,
2026-06-26T15:33:39.8155511Z,3,put,29,true,107.936,
2026-06-26T15:33:39.9234511Z,3,put,30,true,107.900,
2026-06-26T15:33:40.0317861Z,3,put,31,true,108.335,
2026-06-26T15:33:40.1395873Z,3,put,32,true,107.801,
2026-06-26T15:33:40.2491743Z,3,put,33,true,109.587,
2026-06-26T15:33:40.358051Z,3,put,34,true,108.876,
2026-06-26T15:33:40.4657871Z,3,put,35,true,107.736,
2026-06-26T15:33:40.5744829Z,3,put,36,true,108.695,
2026-06-26T15:33:40.6819944Z,3,put,37,true,107.511,
2026-06-26T15:33:40.7901735Z,3,put,38,true,108.179,
2026-06-26T15:33:40.8989811Z,3,put,39,true,108.807,
2026-06-26T15:33:41.0079229Z,3,put,40,true,108.941,
2026-06-26T15:33:41.1159158Z,3,put,41,true,107.992,
2026-06-26T15:33:41.2235582Z,3,put,42,true,107.642,
2026-06-26T15:33:41.3318576Z,3,put,43,true,108.299,
2026-06-26T15:33:41.4430877Z,3,put,44,true,110.708,
2026-06-26T15:33:41.5510506Z,3,put,45,true,107.962,
2026-06-26T15:33:41.6587245Z,3,put,46,true,107.673,
2026-06-26T15:33:41.7666046Z,3,put,47,true,107.880,
2026-06-26T15:33:41.8754737Z,3,put,48,true,108.869,
2026-06-26T15:33:41.9842847Z,3,put,49,true,108.811,
2026-06-26T15:33:42.0942607Z,3,put,50,true,109.976,
2026-06-26T15:33:42.2033771Z,3,put,51,true,109.116,
2026-06-26T15:33:42.3108949Z,3,put,52,true,107.517,
2026-06-26T15:33:42.4193575Z,3,put,53,true,108.462,
2026-06-26T15:33:42.5276366Z,3,put,54,true,108.279,
2026-06-26T15:33:42.6375334Z,3,put,55,true,109.896,
2026-06-26T15:33:42.7457514Z,3,put,56,true,108.218,
2026-06-26T15:33:42.8539143Z,3,put,57,true,108.162,
2026-06-26T15:33:42.9624298Z,3,put,58,true,108.515,
2026-06-26T15:33:43.0706253Z,3,put,59,true,108.195,
2026-06-26T15:33:43.1785995Z,3,put,60,true,107.974,
2026-06-26T15:33:43.2863165Z,3,put,61,true,107.717,
2026-06-26T15:33:43.3935854Z,3,put,62,true,107.268,
2026-06-26T15:33:43.502754Z,3,put,63,true,109.168,
2026-06-26T15:33:43.6108743Z,3,put,64,true,108.120,
2026-06-26T15:33:43.7196955Z,3,put,65,true,108.821,
2026-06-26T15:33:43.8280278Z,3,put,66,true,108.332,
2026-06-26T15:33:43.9369007Z,3,put,67,true,108.872,
2026-06-26T15:33:44.0445912Z,3,put,68,true,107.690,
2026-06-26T15:33:44.1537757Z,3,put,69,true,109.184,
2026-06-26T15:33:44.2627626Z,3,put,70,true,108.986,
2026-06-26T15:33:44.373175Z,3,put,71,true,110.412,
2026-06-26T15:33:44.4824602Z,3,put,72,true,109.285,
2026-06-26T15:33:44.5906851Z,3,put,73,true,108.224,
2026-06-26T15:33:44.6978895Z,3,put,74,true,107.204,
2026-06-26T15:33:44.806905Z,3,put,75,true,109.015,
2026-06-26T15:33:44.9160247Z,3,put,76,true,109.119,
2026-06-26T15:33:45.0259521Z,3,put,77,true,109.927,
2026-06-26T15:33:45.134837Z,3,put,78,true,108.884,
2026-06-26T15:33:45.2434878Z,3,put,79,true,108.650,
2026-06-26T15:33:45.3536449Z,3,put,80,true,110.157,
2026-06-26T15:33:45.4629324Z,3,put,81,true,109.287,
2026-06-26T15:33:45.5709294Z,3,put,82,true,107.997,
2026-06-26T15:33:45.6792355Z,3,put,83,true,108.306,
2026-06-26T15:33:45.7877276Z,3,put,84,true,108.492,
2026-06-26T15:33:45.8972575Z,3,put,85,true,109.529,
2026-06-26T15:33:46.0055883Z,3,put,86,true,108.330,
2026-06-26T15:33:46.1149055Z,3,put,87,true,109.317,
2026-06-26T15:33:46.2232023Z,3,put,88,true,108.296,
2026-06-26T15:33:46.3316516Z,3,put,89,true,108.449,
2026-06-26T15:33:46.4407082Z,3,put,90,true,109.056,
2026-06-26T15:33:46.5489422Z,3,put,91,true,108.234,
2026-06-26T15:33:46.657889Z,3,put,92,true,108.946,
2026-06-26T15:33:46.7670997Z,3,put,93,true,109.210,
2026-06-26T15:33:46.8756239Z,3,put,94,true,108.524,
2026-06-26T15:33:46.9837326Z,3,put,95,true,108.108,
2026-06-26T15:33:47.0911204Z,3,put,96,true,107.387,
2026-06-26T15:33:47.19803Z,3,put,97,true,106.909,
2026-06-26T15:33:47.3074463Z,3,put,98,true,109.416,
2026-06-26T15:33:47.4160782Z,3,put,99,true,108.631,
